PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2016-04-20 13:20:46,kovyazin-da,1,2,102_38_HP_CLJ_5525,"Оперативное_сообщение_СмоленскаяАЭС_200416.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,857kb,
2016-04-20 13:45:16,balyuk-nn,4,1,103_38_HP_2727,"Microsoft Word - Иск дополнения (1)",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,244kb,
2016-04-20 13:54:24,balyuk-nn,2,1,103_38_HP_2727,"http://www.sberbank-ast.ru/ViewDocument.aspx?id=280599526",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,219kb,
2016-04-20 14:24:29,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - 18 Заявление о предоставлении отпуска без сохранения заработной платы",SMIRNOVA-EI,A4,PCL6,,,DUPLEX,GRAYSCALE,123kb,
2016-04-20 15:14:01,balyuk-nn,3,1,103_38_HP_2727,"Федеральный закон от 23.11.2009",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,99kb,
2016-04-20 15:15:21,balyuk-nn,5,1,103_38_HP_2727,"Федеральный закон от 26.03.2003",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,145kb,
2016-04-20 15:38:48,balyuk-nn,2,1,103_38_HP_2727,"Microsoft Word - МЭ ответ Сабирову 20_04(12838723_вр - 4787_20_04_2016)",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,69kb,
2016-04-20 15:40:12,balyuk-nn,3,1,103_38_HP_2727,"вх-7636(12778764_вх-7636_11_04_2016).PDF",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,360kb,
2016-04-20 15:41:51,smirnova-ei,1,1,103_38_HP_2727,"Microsoft Word - Кратко о проекте изменений в ФЗ-294_20 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,105kb,
2016-04-20 15:54:55,balyuk-nn,6,1,103_38_HP_2727,"Постановление Правительства РФ ",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,184kb,
2016-04-20 16:13:44,kovyazin-da,1,2,102_38_HP_CLJ_5525,"О возможном отключении оборудования Ижевской ТЭЦ-1 в связи с повышением уровня в Ижевском водохранилище(4111559_вх-851_20_04_2016).pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1214kb,
2016-04-20 16:20:34,balyuk-nn,8,1,103_38_HP_2727,"Постановление Правительства РФ ",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,238kb,
2016-04-20 16:26:57,kovyazin-da,1,1,102_38_HP_CLJ_5525,"about:blank",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,57kb,
2016-04-20 17:02:18,kovyazin-da,1,1,102_38_HP_CLJ_5525,"Безымянный",INFORMATOR-L,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,931kb,
2016-04-20 17:07:05,balyuk-nn,1,1,103_38_HP_2727,"Microsoft Word - МЭ ответ Сабирову 20_04(12838723_вр - 4787_20_04_2016)",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,67kb,
2016-04-20 17:25:57,balyuk-nn,1,1,103_38_HP_2727,"Microsoft Word - МЭ ответ Сабирову 20_04(12838723_вр - 4787_20_04_2016)",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,72kb,
2016-04-20 17:30:22,baturin,10,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ1",TRENAZHER2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,274kb,
2016-04-20 17:37:43,balyuk-nn,1,1,103_38_HP_2727,"Microsoft Word - МЭ ответ Сабирову 20_04(12838723_вр - 4787_20_04_2016)",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,74kb,
2016-04-20 17:54:51,kovyazin-da,1,1,102_38_HP_CLJ_5525,"about:blank",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,57kb,
2016-04-20 18:10:58,samoilov,20,2,102_38_HP_CLJ_5525,"Microsoft PowerPoint - ОЗП 2015_2016 ver18",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2152kb,
2016-04-20 18:12:01,rozanov,10,2,102_38_HP_CLJ_5525,"pr91%20016.pdf",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1354kb,
2016-04-20 20:07:49,novikov-au,3,1,102_38_HP_CLJ_5525,"Форма ЦДУ без служб",DISP-RL1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,92kb,
2016-04-20 21:03:36,novikov-au,2,1,102_38_HP_CLJ_5525,"Форма ЦДУ без служб",DISP-RL1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,79kb,
2016-04-20 23:23:46,shtanenkov,6,1,102_38_HP_CLJ_5525,"Microsoft Word - Папки к селектору",INFORMATOR-REZ,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,114kb,
2016-04-21 00:47:22,shtanenkov,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,662kb,
2016-04-21 00:47:24,shtanenkov,1,3,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1108kb,
2016-04-21 00:47:27,shtanenkov,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1178kb,
2016-04-21 02:26:37,shtanenkov,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Режимно-балансовая ситуация в Крымской энергосистеме по состоянию на 03-00 21.04.2016",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,99kb,
2016-04-21 05:12:25,shtanenkov,1,5,102_38_HP_CLJ_5525,"g1.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2016-04-21 05:12:54,shtanenkov,9,5,102_38_HP_CLJ_5525,"obm_svod.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3631kb,
2016-04-21 06:06:22,shtanenkov,13,6,102_38_HP_CLJ_5525,"Tehnar.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,7108kb,
2016-04-21 06:06:52,shtanenkov,10,4,102_38_HP_CLJ_5525,"Backup_Editform1iss.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,304kb,
2016-04-21 06:07:19,shtanenkov,24,2,102_38_HP_CLJ_5525,"form1A.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,368kb,
2016-04-21 06:10:00,shtanenkov,1,5,102_38_HP_CLJ_5525,"Режим работы ЕЭС за 20 04 16.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,118kb,
2016-04-21 06:10:02,shtanenkov,2,5,102_38_HP_CLJ_5525,"form4iss.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,85kb,
2016-04-21 06:10:05,shtanenkov,3,1,102_38_HP_CLJ_5525,"Line210416.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,77kb,
2016-04-21 06:10:07,shtanenkov,1,1,102_38_HP_CLJ_5525,"Oborudovanie210416.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,64kb,
2016-04-21 08:27:34,martynenkov,36,1,102_38_HP_CLJ_5525,"Microsoft PowerPoint - Презентация УРАЛ 10 [Режим совместимости]",PODIUM-ODS1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,4528kb,
2016-04-21 08:38:19,lapin-mv,1,1,102_38_HP_CLJ_5525,"вх-8442(12841891_вх-8442_20_04_2016).PDF",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,721kb,
2016-04-21 08:54:05,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-2016 ПС 500 кВ Таврическая.vsd",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,547kb,
2016-04-21 08:57:55,baramygina,3,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 22042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,231kb,
2016-04-21 10:27:43,anokhin-iv,4,1,102_38_HP_CLJ_5525,"Инструкция_по_обслуживанию_устройств_РЗ...КАЭС-Североукраинская_29_05_14 (1).pdf",ANOKHIN-IV,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,1878kb,
2016-04-21 10:29:03,anokhin-iv,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Инструкция_по_обслуживанию_ПА_Курской_АЭС",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2016-04-21 11:22:03,samoilov,21,1,102_38_HP_CLJ_5525,"Microsoft PowerPoint - ОЗП 2015_2016 ver19",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2182kb,
2016-04-21 11:30:11,balyuk-nn,5,1,103_38_HP_2727,"Статья: Актуальные проблемы пра",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,185kb,
2016-04-21 11:54:17,baturin,1,1,102_38_HP_CLJ_5525,"CKPrint",DISP-CL1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,349kb,
2016-04-21 12:04:25,baturin,1,1,102_38_HP_CLJ_5525,"freq.par",DISP-CR1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,108kb,
2016-04-21 12:24:44,klimov-sa,2,2,102_38_HP_CLJ_5525,"Microsoft Word - Новость ПАРАД",TRENAZHER3,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,267kb,
2016-04-21 13:13:38,balyuk-nn,2,1,103_38_HP_2727,"Microsoft Outlook - Заметка",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,124kb,
2016-04-21 13:30:32,anokhin-iv,7,1,102_38_HP_CLJ_5525,"Microsoft Word - ЗамГД ОДУ про управление режимом при МДП-окончательное(12174195_Н14-19-16970_28_12_2015)",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,232kb,
2016-04-21 13:31:13,rozanov,1,1,102_38_HP_CLJ_5525,"График ОДС 2016 год.xls",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,69kb,
2016-04-21 13:36:43,panarina,1,1,103_38_HP_2727,"О проектах федеральных законов.pdf",PANARINA-EA1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,420kb,
2016-04-21 13:37:09,panarina,11,1,103_38_HP_2727,"Microsoft Word - поправки ФАС ред от 30.03.2016",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,224kb,
2016-04-21 13:37:46,panarina,26,1,103_38_HP_2727,"Microsoft Word - Законопроект Об основах тарифного регулирования",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,318kb,
2016-04-21 13:59:20,kosarin,2,1,102_38_HP_CLJ_5525,"Лукаш.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,680kb,
2016-04-21 14:00:43,kosarin,3,1,102_38_HP_CLJ_5525,"Лукаш1.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,645kb,
2016-04-21 14:01:25,kosarin,1,1,102_38_HP_CLJ_5525,"Лукаш1.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,337kb,
2016-04-21 14:19:45,lomov-av,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ2",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,50kb,
2016-04-21 14:22:04,lomov-av,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ2",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,43kb,
2016-04-21 14:25:10,balyuk-nn,27,1,103_38_HP_2727,"""Гражданский кодекс Российской ",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,648kb,
2016-04-21 14:38:15,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-Схема ОЗ ОДУ Центра(12_04_16)(12846161_вх-8564_21_04_2016).VSD",LAPIN-MV1,3x5,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,642kb,
2016-04-21 14:38:22,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-Схема ОЗ ОДУ Центра(12_04_16)(12846161_вх-8564_21_04_2016).VSD",LAPIN-MV1,3x5,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,642kb,
2016-04-21 15:04:00,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - Информационная справка по проекту ПП по СУР_21 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,157kb,
2016-04-21 15:07:57,lapin-mv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - вх-8564(12846159_вх-8564_21_04_2016)",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,125kb,
2016-04-21 15:17:58,lapin-mv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - вх-8592(12847869_вх-8592_21_04_2016)",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,128kb,
2016-04-21 15:39:56,yudin-ns,2,1,103_38_HP_2727,"Microsoft Word - 60314038702",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,80kb,
2016-04-21 15:40:05,yudin-ns,1,1,103_38_HP_2727,"60314038702.pdf",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,745kb,
2016-04-21 15:40:12,yudin-ns,2,1,103_38_HP_2727,"Microsoft Word - 60316002230",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,80kb,
2016-04-21 15:40:19,yudin-ns,1,1,103_38_HP_2727,"60316002230.pdf",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,740kb,
2016-04-21 15:40:32,yudin-ns,1,1,103_38_HP_2727,"image 1",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,124kb,
2016-04-21 15:40:41,yudin-ns,1,1,103_38_HP_2727,"image 2",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,124kb,
2016-04-21 15:40:48,yudin-ns,1,1,103_38_HP_2727,"image 3",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,104kb,
2016-04-21 15:47:54,yudin-ns,2,1,103_38_HP_2727,"Microsoft Word - 60314038702",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,81kb,
2016-04-21 15:48:02,yudin-ns,2,1,103_38_HP_2727,"Microsoft Word - 60316002230",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,81kb,
2016-04-21 15:50:00,lapin-mv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - вх-8574(12847090_вх-8574_21_04_2016)",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,134kb,
2016-04-21 15:52:40,balyuk-nn,2,1,103_38_HP_2727,"Во всю страницу",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,12720kb,
2016-04-21 17:10:31,lomov-av,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ2",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,36kb,
2016-04-21 17:20:02,lomov-av,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ2",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,36kb,
2016-04-21 17:34:31,smirnova-ei,8,1,103_38_HP_2727,"Microsoft PowerPoint - Презентация к СБ Татарстана_правки_21 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1141kb,
2016-04-21 17:51:08,lomov-av,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ2",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,36kb,
2016-04-21 17:51:18,lomov-av,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ2",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,36kb,
2016-04-21 18:08:51,zharkov-sv,8,1,102_38_HP_CLJ_5525,"Microsoft Word - Основсные Замечания к схемам -красным цветом",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,262kb,
2016-04-21 18:10:11,zharkov-sv,7,1,102_38_HP_CLJ_5525,"Microsoft Word - Замечания к работе топологического процессора ТАС",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1728kb,
2016-04-21 18:43:21,lomov-av,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Египет",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,988kb,
2016-04-21 19:38:24,samoilov,36,1,102_38_HP_CLJ_5525,"https://docviewer.yandex.ru/print.xml?u...ri82dxpq85jncsx0wcai1pydowb5060ebqujvj",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,47098kb,
2016-04-21 21:50:33,kovyazin-da,6,1,102_38_HP_CLJ_5525,"Microsoft Word - Папки к селектору",INFORMATOR-REZ,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,114kb,
2016-04-22 00:14:49,kovyazin-da,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,664kb,
2016-04-22 00:14:52,kovyazin-da,1,3,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1110kb,
2016-04-22 00:14:54,kovyazin-da,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1180kb,
2016-04-22 03:43:09,kovyazin-da,9,5,102_38_HP_CLJ_5525,"obm_svod.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,4554kb,
2016-04-22 05:27:16,kovyazin-da,1,2,102_38_HP_CLJ_5525,"Oborudovanie220416.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,73kb,
2016-04-22 06:05:28,kovyazin-da,2,5,102_38_HP_CLJ_5525,"Backup_Editform4iss.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,87kb,
2016-04-22 06:06:08,kovyazin-da,10,4,102_38_HP_CLJ_5525,"Backup_Editform1iss.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,303kb,
2016-04-22 06:19:11,kovyazin-da,24,2,102_38_HP_CLJ_5525,"form1A.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,369kb,
2016-04-22 07:56:20,volodin,20,1,102_38_HP_CLJ_5525,"Протокол №29 технического совещания в Краснодаре 07-08 апреля 2016(12844750_112_15_04_2016)(12850808_112_15_04_2016).PDF",VOLODIN-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,14116kb,
2016-04-22 08:26:52,kosarin,14,1,102_38_HP_CLJ_5525,"Microsoft Word - Пожарка",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,314kb,
2016-04-22 08:27:22,anokhin-iv,86,1,102_38_HP_CLJ_5525,"Приказ Минтруда России от 24.07",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2274kb,
2016-04-22 08:28:40,samoilov,9,1,102_38_HP_CLJ_5525,"Приказ Минтруда России от 19.02",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,290kb,
2016-04-22 08:49:17,samoilov,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Шульгинову НГ (ТК016) О предложениях в ПРНС-2017 (проект)(12846186_вр - 4800_20_04_2016)",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,207kb,
2016-04-22 08:53:15,rozanov,26,1,102_38_HP_CLJ_5525,"Microsoft Word - Письмо (шаблон для Сведений)(12698879_вр - 3681_29_03_2016)_правки.doc",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,722kb,
2016-04-22 08:53:31,rozanov,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Типовая форма для подготовки Сведений_2016.docx",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,118kb,
2016-04-22 09:00:57,kosarin,26,1,102_38_HP_CLJ_5525,"Блочка 22.04.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,395kb,
2016-04-22 09:01:17,kosarin,4,1,102_38_HP_CLJ_5525,"АЭС 22.04.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,62kb,
2016-04-22 09:04:06,martynenkov,3,1,102_38_HP_CLJ_5525,"Форма ЦДУ без служб",DISP-CR1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,84kb,
2016-04-22 09:42:55,baramygina,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 23042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,202kb,
2016-04-22 09:44:40,panarina,2,1,103_38_HP_2727,"Microsoft Word - Замечения по Сводным таблицам ОДУ_21.04.2016",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,96kb,
2016-04-22 09:44:56,panarina,3,1,103_38_HP_2727,"Microsoft Word - Замечения по Сводным таблицам ОДУ",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,125kb,
2016-04-22 09:45:23,panarina,1,1,103_38_HP_2727,"Информация СУАЛ-ЕСЭ-ТЭ (ОГЭС).pdf",PANARINA-EA1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,120kb,
2016-04-22 09:45:34,panarina,1,1,103_38_HP_2727,"Письмо.pdf",PANARINA-EA1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,51kb,
2016-04-22 09:47:48,zharkov-sv,3,1,102_38_HP_CLJ_5525,"Microsoft Word - стандарт(10610424_101_13_04_2015)",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,105kb,
2016-04-22 09:56:50,panarina,2,1,103_38_HP_2727,"Microsoft Word - Обходной лист новый",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,109kb,
2016-04-22 09:57:57,balyuk-nn,2,1,103_38_HP_2727,"Microsoft Outlook - Заметка",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,120kb,
2016-04-22 10:28:16,balyuk-nn,2,1,103_38_HP_2727,"Microsoft Outlook - Заметка",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,144kb,
2016-04-22 10:42:40,rozanov,1,1,102_38_HP_CLJ_5525,"Форма ЦДУ для Украины и Беларуси",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,67kb,
2016-04-22 10:43:03,balyuk-nn,1,1,103_38_HP_2727,"6 - нормальна схема ТЭЦ Тулачермет (МРСК).pdf",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1292kb,
2016-04-22 11:12:36,balyuk-nn,17,1,103_38_HP_2727,"ТЭС Лыково ответ.PDF",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,2342kb,
2016-04-22 11:20:19,balyuk-nn,1,1,103_38_HP_2727,"Приложение_63_31.12.15_Коломна.xls",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,74kb,
2016-04-22 11:25:37,shakhov-vi,1,1,Canon iR3235/iR3245 UFR II,"Пробная страница",SHAKHOV-VI,A4,CANON UFR,,,DUPLEX,NOT GRAYSCALE,39kb,
2016-04-22 11:55:13,smirnova-ei,1,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_22 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,184kb,
2016-04-22 12:02:18,batov,1,1,102_38_HP_CLJ_5525,"Во всю страницу",DISP-LR,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,833kb,
2016-04-22 13:20:15,smirnova-ei,1,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_22 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,191kb,
2016-04-22 13:25:31,zharkov-sv,9,1,102_38_HP_CLJ_5525,"Microsoft Word - ТА аварии 01_02_16 на НКТЭЦ-1(12737376_вх-7131ДСП_05_04_2016) (003)",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3807kb,
2016-04-22 13:36:43,kosarin,19,1,102_38_HP_CLJ_5525,"Microsoft Word - Инструкция_о_мерах_ПБ_в_помещениях_ОДС",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2223kb,
2016-04-22 13:46:37,smirnova-ei,1,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_22 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,191kb,
2016-04-22 14:17:35,volodin,2,1,102_38_HP_CLJ_5525,"Microsoft Word - О запрете проведения ремонтных работ на ЛЭП",VOLODIN-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,125kb,
2016-04-22 14:18:00,volodin,2,1,102_38_HP_CLJ_5525,"Microsoft Word - О запрете проведения ремонтных работ на ЛЭП",VOLODIN-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,125kb,
2016-04-22 14:18:08,baramygina,12,3,102_38_HP_CLJ_5525,"Разъединители.xlsx",BARAMYGINA-VI,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,356kb,
2016-04-22 14:22:41,smirnova-ei,2,1,103_38_HP_2727,"Электронный журнал",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,446kb,
2016-04-22 14:52:28,balyuk-nn,1,1,103_38_HP_2727,"ГТЭС Коломенска ответ.pdf",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,545kb,
2016-04-22 14:56:02,zharkov-sv,20,1,102_38_HP_CLJ_5525,"Microsoft Word - Протокол №29 технического совещания в Краснодаре 07-08 апреля 2016(12844750_112_15_04_2016)",ZHARKOV-SV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,504kb,
